日期,收盘,涨跌幅,成交量,成交额,PER,PBR,時価総額,営業利益率,ROA,ROE,配当利回り,EPS
2024-10-15,2536.506591796875,0.9371352825604752,80800,204949732.6171875,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-16,2492.350830078125,-1.740810051964814,63700,158762747.87597656,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-17,2480.575927734375,-0.4724416082057314,50700,125765199.5361328,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-18,2485.482177734375,0.1977867294907342,40100,99667835.32714844,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-21,2480.575927734375,-0.1973963057933625,50500,125269084.35058594,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-22,2456.044921875,-0.9889238053591988,85600,210237445.3125,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-23,2462.91357421875,0.2796631398136684,79200,195062755.078125,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-24,2443.288818359375,-0.7968105769038281,101400,247749486.18164065,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-25,2425.62646484375,-0.7228925775334627,77900,188956301.61132807,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-28,2442.307373046875,0.6876948468732769,55700,136036520.67871094,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-29,2466.83837890625,1.004419268847867,54800,135182743.1640625,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-30,2440.344970703125,-1.0739823261089243,423400,1033242060.5957032,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-10-31,2595.381103515625,6.353041667212733,433400,1124838170.263672,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-11-01,2566.925048828125,-1.0964114152235416,173500,445361495.9716797,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-11-05,2563.981201171875,-0.1146838181969478,105300,269987220.48339844,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
2024-11-06,2551.22509765625,-0.4975115851003409,100400,256142999.8046875,1.3535791e-06,1.4358425,197141184512,6.279,3.979,6.710000000000001,2.79,2596818940.0
