日期,收盘,涨跌幅,成交量,成交额,時価総額,営業利益率,配当利回り,EPS,开盘,最高,最低
2022-02-07,729.9151000976562,-0.5449560009237797,1300,948889.6301269532,17723883520.0,0.0,192.0,-7.63,,,
2022-02-08,701.9183349609375,-3.8356193936764704,11400,8001869.018554687,17723883520.0,0.0,192.0,-7.63,,,
2022-02-09,696.9188842773438,-0.7122553201109882,9100,6341961.846923828,17723883520.0,0.0,192.0,-7.63,,,
2022-02-10,690.9195556640625,-0.8608359952108513,12500,8636494.445800781,17723883520.0,0.0,192.0,-7.63,,,
2022-02-14,677.921142578125,-1.881320767284456,17800,12066996.337890623,17723883520.0,0.0,192.0,-7.63,,,
2022-02-15,650.9242553710938,-3.9823049483841855,15300,9959141.107177734,17723883520.0,0.0,192.0,-7.63,,,
2022-02-16,649.9243774414062,-0.1536089524145079,10600,6889198.400878906,17723883520.0,0.0,192.0,-7.63,,,
2022-02-17,653.9238891601562,0.6153810901039058,17500,11443668.060302734,17723883520.0,0.0,192.0,-7.63,,,
2022-02-18,651.9241333007812,-0.3058086564085127,7100,4628661.346435547,17723883520.0,0.0,192.0,-7.63,,,
2022-02-21,606.9293823242188,-6.901838523563764,8900,5401671.502685547,17723883520.0,0.0,192.0,-7.63,,,
2022-02-22,591.9310913085938,-2.471175634666012,4700,2782076.1291503906,17723883520.0,0.0,192.0,-7.63,,,
2022-02-24,629.9266967773438,6.418923760999329,14500,9133937.103271484,17723883520.0,0.0,192.0,-7.63,,,
2022-02-25,608.9291381835938,-3.333333656308246,5300,3227324.432373047,17723883520.0,0.0,192.0,-7.63,,,
2022-02-28,596.9305419921875,-1.970442115349824,1300,776009.7045898438,17723883520.0,0.0,192.0,-7.63,,,
2022-03-01,596.9305419921875,0.0,5900,3521890.1977539062,17723883520.0,0.0,192.0,-7.63,,,
2022-03-02,596.9305419921875,0.0,4100,2447415.2221679688,17723883520.0,0.0,192.0,-7.63,,,
2022-03-03,599.93017578125,0.5025096854738953,1300,779909.228515625,17723883520.0,0.0,192.0,-7.63,,,
2022-03-04,569.9336547851562,-5.0000020347420016,5900,3362608.563232422,17723883520.0,0.0,192.0,-7.63,,,
2022-03-07,660.923095703125,15.964918048622412,27600,18241477.44140625,17723883520.0,0.0,192.0,-7.63,,,
2022-03-08,678.9210205078125,2.723149625379695,26400,17923514.94140625,17723883520.0,0.0,192.0,-7.63,,,
2022-03-09,669.9220581054688,-1.325480008795843,6500,4354493.377685547,17723883520.0,0.0,192.0,-7.63,,,
2022-03-10,694.9191284179688,3.7313400880083503,10500,7296650.848388672,17723883520.0,0.0,192.0,-7.63,,,
2022-03-11,679.9208984375,-2.158269842796423,17000,11558655.2734375,17723883520.0,0.0,192.0,-7.63,,,
2022-03-14,737.9141235351562,8.529407645937681,12300,9076343.719482422,17723883520.0,0.0,192.0,-7.63,,,
2022-03-15,729.9151000976562,-1.084004653438364,11600,8467015.161132812,17723883520.0,0.0,192.0,-7.63,,,
2022-03-16,729.9151000976562,0.0,5500,4014533.050537109,17723883520.0,0.0,192.0,-7.63,,,
2022-03-17,724.9156494140625,-0.6849359169203151,4900,3552086.6821289062,17723883520.0,0.0,192.0,-7.63,,,
2022-03-18,740.9137573242188,2.2068923361065806,1700,1259553.387451172,17723883520.0,0.0,192.0,-7.63,,,
2022-03-22,729.9151000976562,-1.4844719939178463,3500,2554702.850341797,17723883520.0,0.0,192.0,-7.63,,,
2022-03-23,734.9144897460938,0.684927554967496,11100,8157550.836181641,17723883520.0,0.0,192.0,-7.63,,,
2022-03-24,759.91162109375,3.4013659679362984,28900,21961445.84960937,17723883520.0,0.0,192.0,-7.63,,,
2022-03-25,773.9099731445312,1.842102642230059,9100,7042580.755615234,17723883520.0,0.0,192.0,-7.63,,,
