日期,收盘,涨跌幅,成交量,成交额,時価総額,営業利益率,EPS,开盘,最高,最低
2023-09-21,1790.0,,1537200,2751588000.0,1241372032.0,0.0,-44.61,,,
2023-09-22,2190.0,22.3463687150838,634400,1389336000.0,1241372032.0,0.0,-44.61,,,
2023-09-25,1771.0,-19.1324200913242,5268000,9329628000.0,1241372032.0,0.0,-44.61,,,
2023-09-26,1597.0,-9.824957651044608,1028700,1642833900.0,1241372032.0,0.0,-44.61,,,
2023-09-27,1538.0,-3.694427050720095,395400,608125200.0,1241372032.0,0.0,-44.61,,,
2023-09-28,1477.0,-3.966189856957092,336500,497010500.0,1241372032.0,0.0,-44.61,,,
2023-09-29,1450.0,-1.8280297901150933,442300,641335000.0,1241372032.0,0.0,-44.61,,,
2023-10-02,1376.0,-5.103448275862066,208000,286208000.0,1241372032.0,0.0,-44.61,,,
2023-10-03,1238.0,-10.029069767441856,233900,289568200.0,1241372032.0,0.0,-44.61,,,
2023-10-04,1201.0,-2.988691437802904,105900,127185900.0,1241372032.0,0.0,-44.61,,,
2023-10-05,1168.0,-2.747710241465451,94800,110726400.0,1241372032.0,0.0,-44.61,,,
2023-10-06,1195.0,2.31164383561644,163600,195502000.0,1241372032.0,0.0,-44.61,,,
2023-10-10,1169.0,-2.175732217573223,84400,98663600.0,1241372032.0,0.0,-44.61,,,
2023-10-11,1188.0,1.6253207869974418,70400,83635200.0,1241372032.0,0.0,-44.61,,,
2023-10-12,1169.0,-1.5993265993266004,65000,75985000.0,1241372032.0,0.0,-44.61,,,
2023-10-13,1069.0,-8.554319931565434,89300,95461700.0,1241372032.0,0.0,-44.61,,,
2023-10-16,1027.0,-3.928905519176795,57300,58847100.0,1241372032.0,0.0,-44.61,,,
2023-10-17,1025.0,-0.1947419668938632,24900,25522500.0,1241372032.0,0.0,-44.61,,,
2023-10-18,1050.0,2.4390243902439046,19600,20580000.0,1241372032.0,0.0,-44.61,,,
2023-10-19,1067.0,1.6190476190476089,93500,99764500.0,1241372032.0,0.0,-44.61,,,
2023-10-20,1053.0,-1.3120899718837895,115400,121516200.0,1241372032.0,0.0,-44.61,,,
2023-10-23,1023.0,-2.8490028490028463,67700,69257100.0,1241372032.0,0.0,-44.61,,,
2023-10-24,1020.0,-0.2932551319648091,93500,95370000.0,1241372032.0,0.0,-44.61,,,
2023-10-25,994.0,-2.54901960784314,26700,26539800.0,1241372032.0,0.0,-44.61,,,
2023-10-26,980.0,-1.4084507042253502,102300,100254000.0,1241372032.0,0.0,-44.61,,,
2023-10-27,987.0,0.7142857142857117,30000,29610000.0,1241372032.0,0.0,-44.61,,,
2023-10-30,977.0,-1.0131712259371817,19400,18953800.0,1241372032.0,0.0,-44.61,,,
2023-10-31,959.0,-1.84237461617196,39800,38168200.0,1241372032.0,0.0,-44.61,,,
2023-11-01,943.0,-1.6684045881126153,22400,21123200.0,1241372032.0,0.0,-44.61,,,
2023-11-02,976.0,3.499469777306463,11200,10931200.0,1241372032.0,0.0,-44.61,,,
2023-11-06,997.0,2.1516393442623016,16500,16450500.0,1241372032.0,0.0,-44.61,,,
2023-11-07,1028.0,3.1093279839518484,22600,23232800.0,1241372032.0,0.0,-44.61,,,
2023-11-08,1006.0,-2.1400778210116767,24400,24546400.0,1241372032.0,0.0,-44.61,,,
2023-11-09,993.0,-1.2922465208747511,13100,13008300.0,1241372032.0,0.0,-44.61,,,
2023-11-10,999.0,0.6042296072507503,14400,14385600.0,1241372032.0,0.0,-44.61,,,
2023-11-13,961.0,-3.803803803803807,16500,15856500.0,1241372032.0,0.0,-44.61,,,
2023-11-14,998.0,3.8501560874089513,38300,38223400.0,1241372032.0,0.0,-44.61,,,
2023-11-15,934.0,-6.412825651302601,50500,47167000.0,1241372032.0,0.0,-44.61,,,
2023-11-16,918.0,-1.7130620985010725,33400,30661200.0,1241372032.0,0.0,-44.61,,,
2023-11-17,960.0,4.575163398692816,11600,11136000.0,1241372032.0,0.0,-44.61,,,
2023-11-20,980.0,2.083333333333326,15900,15582000.0,1241372032.0,0.0,-44.61,,,
2023-11-21,1017.0,3.7755102040816224,18200,18509400.0,1241372032.0,0.0,-44.61,,,
2023-11-22,1016.0,-0.0983284169124854,7900,8026400.0,1241372032.0,0.0,-44.61,,,
2023-11-24,1033.0,1.67322834645669,23800,24585400.0,1241372032.0,0.0,-44.61,,,
2023-11-27,1008.0,-2.42013552758954,9300,9374400.0,1241372032.0,0.0,-44.61,,,
2023-11-28,1001.0,-0.694444444444442,4700,4704700.0,1241372032.0,0.0,-44.61,,,
2023-11-29,985.0,-1.5984015984015998,8700,8569500.0,1241372032.0,0.0,-44.61,,,
2023-11-30,971.0,-1.4213197969543123,5300,5146300.0,1241372032.0,0.0,-44.61,,,
2023-12-01,1121.0,15.447991761071057,92900,104140900.0,1241372032.0,0.0,-44.61,,,
2023-12-04,1122.0,0.0892060660124816,3690600,4140853200.0,1241372032.0,0.0,-44.61,,,
2023-12-05,1091.0,-2.762923351158641,1198600,1307672600.0,1241372032.0,0.0,-44.61,,,
2023-12-06,1020.0,-6.5077910174152205,208700,212874000.0,1241372032.0,0.0,-44.61,,,
2023-12-07,1005.0,-1.4705882352941124,72900,73264500.0,1241372032.0,0.0,-44.61,,,
2023-12-08,1036.0,3.084577114427866,70800,73348800.0,1241372032.0,0.0,-44.61,,,
2023-12-11,1011.0,-2.413127413127414,21800,22039800.0,1241372032.0,0.0,-44.61,,,
2023-12-12,1000.0,-1.0880316518298685,26200,26200000.0,1241372032.0,0.0,-44.61,,,
2023-12-13,1015.0,1.4999999999999902,14300,14514500.0,1241372032.0,0.0,-44.61,,,
2023-12-14,961.0,-5.320197044334973,40600,39016600.0,1241372032.0,0.0,-44.61,,,
2023-12-15,994.0,3.433922996878258,24000,23856000.0,1241372032.0,0.0,-44.61,,,
2023-12-18,987.0,-0.7042253521126751,14000,13818000.0,1241372032.0,0.0,-44.61,,,
2023-12-19,999.0,1.2158054711246091,8700,8691300.0,1241372032.0,0.0,-44.61,,,
2023-12-20,985.0,-1.4014014014014031,11800,11623000.0,1241372032.0,0.0,-44.61,,,
2023-12-21,942.0,-4.365482233502538,44300,41730600.0,1241372032.0,0.0,-44.61,,,
2023-12-22,934.0,-0.849256900212314,24600,22976400.0,1241372032.0,0.0,-44.61,,,
2023-12-25,940.0,0.6423982869379063,26600,25004000.0,1241372032.0,0.0,-44.61,,,
2023-12-26,920.0,-2.127659574468088,21200,19504000.0,1241372032.0,0.0,-44.61,,,
2023-12-27,924.0,0.4347826086956496,25500,23562000.0,1241372032.0,0.0,-44.61,,,
2023-12-28,973.0,5.303030303030298,700,681100.0,1241372032.0,0.0,-44.61,,,
2023-12-29,1123.0,15.41623843782116,188200,211348600.0,1241372032.0,0.0,-44.61,,,
2024-01-04,1054.0,-6.144256455921637,479000,504866000.0,1241372032.0,0.0,-44.61,,,
2024-01-05,997.0,-5.407969639468691,91500,91225500.0,1241372032.0,0.0,-44.61,,,
2024-01-09,999.0,0.2006018054162561,27400,27372600.0,1241372032.0,0.0,-44.61,,,
2024-01-10,1045.0,4.604604604604612,222900,232930500.0,1241372032.0,0.0,-44.61,,,
2024-01-11,1031.0,-1.3397129186602852,78000,80418000.0,1241372032.0,0.0,-44.61,,,
2024-01-12,1016.0,-1.4548981571290032,30400,30886400.0,1241372032.0,0.0,-44.61,,,
2024-01-15,1023.0,0.6889763779527547,1800,1841400.0,1241372032.0,0.0,-44.61,,,
2024-01-16,996.0,-2.639296187683282,23200,23107200.0,1241372032.0,0.0,-44.61,,,
2024-01-17,981.0,-1.5060240963855387,29000,28449000.0,1241372032.0,0.0,-44.61,,,
2024-01-18,994.0,1.3251783893985625,5600,5566400.0,1241372032.0,0.0,-44.61,,,
2024-01-19,980.0,-1.4084507042253502,12100,11858000.0,1241372032.0,0.0,-44.61,,,
2024-01-22,994.0,1.4285714285714235,19100,18985400.0,1241372032.0,0.0,-44.61,,,
2024-01-23,1001.0,0.7042253521126751,32000,32032000.0,1241372032.0,0.0,-44.61,,,
2024-01-24,1037.0,3.5964035964035856,20300,21051100.0,1241372032.0,0.0,-44.61,,,
2024-01-25,1014.0,-2.2179363548698205,18000,18252000.0,1241372032.0,0.0,-44.61,,,
2024-01-26,1002.0,-1.1834319526627168,14100,14128200.0,1241372032.0,0.0,-44.61,,,
2024-01-29,1002.0,0.0,9800,9819600.0,1241372032.0,0.0,-44.61,,,
2024-01-30,1000.0,-0.1996007984031989,8700,8700000.0,1241372032.0,0.0,-44.61,,,
2024-01-31,998.0,-0.2000000000000001,4700,4690600.0,1241372032.0,0.0,-44.61,,,
2024-02-01,990.0,-0.8016032064128265,9600,9504000.0,1241372032.0,0.0,-44.61,,,
2024-02-02,986.0,-0.4040404040404066,8000,7888000.0,1241372032.0,0.0,-44.61,,,
2024-02-05,995.0,0.9127789046653234,4500,4477500.0,1241372032.0,0.0,-44.61,,,
2024-02-06,985.0,-1.005025125628145,178800,176118000.0,1241372032.0,0.0,-44.61,,,
2024-02-07,980.0,-0.5076142131979711,20100,19698000.0,1241372032.0,0.0,-44.61,,,
2024-02-08,960.0,-2.0408163265306145,17700,16992000.0,1241372032.0,0.0,-44.61,,,
2024-02-09,973.0,1.3541666666666563,7400,7200200.0,1241372032.0,0.0,-44.61,,,
2024-02-13,963.0,-1.0277492291880796,13800,13289400.0,1241372032.0,0.0,-44.61,,,
2024-02-14,970.0,0.7268951194184803,15400,14938000.0,1241372032.0,0.0,-44.61,,,
2024-02-15,933.0,-3.814432989690719,58600,54673800.0,1241372032.0,0.0,-44.61,,,
2024-02-16,939.0,0.6430868167202508,13100,12300900.0,1241372032.0,0.0,-44.61,,,
2024-02-19,993.0,5.7507987220447365,43100,42798300.0,1241372032.0,0.0,-44.61,,,
2024-02-20,1003.0,1.007049345417932,353200,354259600.0,1241372032.0,0.0,-44.61,,,
2024-02-21,1022.0,1.894317048853433,49900,50997800.0,1241372032.0,0.0,-44.61,,,
2024-02-22,1053.0,3.033268101761255,56700,59705100.0,1241372032.0,0.0,-44.61,,,
2024-02-26,1210.0,14.909781576448244,381000,461010000.0,1241372032.0,0.0,-44.61,,,
2024-02-27,1129.0,-6.694214876033056,146300,165172700.0,1241372032.0,0.0,-44.61,,,
2024-02-28,1269.0,12.400354295837037,260900,331082100.0,1241372032.0,0.0,-44.61,,,
2024-02-29,1209.0,-4.728132387706852,164100,198396900.0,1241372032.0,0.0,-44.61,,,
2024-03-01,1002.0,-17.121588089330018,243100,243586200.0,1241372032.0,0.0,-44.61,,,
2024-03-04,985.0,-1.696606786427146,121300,119480500.0,1241372032.0,0.0,-44.61,,,
2024-03-05,1005.0,2.0304568527918843,85600,86028000.0,1241372032.0,0.0,-44.61,,,
2024-03-06,1029.0,2.38805970149254,65300,67193700.0,1241372032.0,0.0,-44.61,,,
2024-03-07,1010.0,-1.8464528668610256,51200,51712000.0,1241372032.0,0.0,-44.61,,,
2024-03-08,990.0,-1.980198019801982,61600,60984000.0,1241372032.0,0.0,-44.61,,,
2024-03-11,975.0,-1.5151515151515138,71700,69907500.0,1241372032.0,0.0,-44.61,,,
2024-03-12,1021.0,4.717948717948728,58600,59830600.0,1241372032.0,0.0,-44.61,,,
2024-03-13,1015.0,-0.5876591576885359,68000,69020000.0,1241372032.0,0.0,-44.61,,,
2024-03-14,1015.0,0.0,33200,33698000.0,1241372032.0,0.0,-44.61,,,
2024-03-15,951.0,-6.305418719211819,69600,66189600.0,1241372032.0,0.0,-44.61,,,
2024-03-18,982.0,3.259726603575186,39600,38887200.0,1241372032.0,0.0,-44.61,,,
2024-03-19,1002.0,2.036659877800417,38500,38577000.0,1241372032.0,0.0,-44.61,,,
2024-03-21,987.0,-1.4970059880239472,20300,20036100.0,1241372032.0,0.0,-44.61,,,
2024-03-22,970.0,-1.722391084093211,26700,25899000.0,1241372032.0,0.0,-44.61,,,
2024-03-25,974.0,0.4123711340206171,17800,17337200.0,1241372032.0,0.0,-44.61,,,
2024-03-26,971.0,-0.3080082135523576,13300,12914300.0,1241372032.0,0.0,-44.61,,,
2024-03-27,957.0,-1.441812564366629,15100,14450700.0,1241372032.0,0.0,-44.61,,,
2024-03-28,957.0,0.0,14600,13972200.0,1241372032.0,0.0,-44.61,,,
2024-03-29,963.0,0.6269592476489061,16900,16274700.0,1241372032.0,0.0,-44.61,,,
2024-04-01,949.0,-1.4537902388369717,17500,16607500.0,1241372032.0,0.0,-44.61,,,
2024-04-02,956.0,0.7376185458377149,40200,38431200.0,1241372032.0,0.0,-44.61,,,
2024-04-03,932.0,-2.510460251046021,32200,30010400.0,1241372032.0,0.0,-44.61,,,
2024-04-04,933.0,0.1072961373390635,26500,24724500.0,1241372032.0,0.0,-44.61,,,
2024-04-05,925.0,-0.8574490889603381,22600,20905000.0,1241372032.0,0.0,-44.61,,,
2024-04-08,926.0,0.108108108108107,21000,19446000.0,1241372032.0,0.0,-44.61,,,
2024-04-09,941.0,1.6198704103671746,15600,14679600.0,1241372032.0,0.0,-44.61,,,
2024-04-10,940.0,-0.1062699256110466,6900,6486000.0,1241372032.0,0.0,-44.61,,,
2024-04-11,930.0,-1.0638297872340383,10000,9300000.0,1241372032.0,0.0,-44.61,,,
2024-04-12,931.0,0.1075268817204211,7700,7168700.0,1241372032.0,0.0,-44.61,,,
2024-04-15,916.0,-1.6111707841031109,17900,16396400.0,1241372032.0,0.0,-44.61,,,
2024-04-16,893.0,-2.510917030567683,24200,21610600.0,1241372032.0,0.0,-44.61,,,
2024-04-17,897.0,0.4479283314669624,17000,15249000.0,1241372032.0,0.0,-44.61,,,
2024-04-18,909.0,1.3377926421404671,8900,8090100.0,1241372032.0,0.0,-44.61,,,
2024-04-19,859.0,-5.500550055005505,28400,24395600.0,1241372032.0,0.0,-44.61,,,
2024-04-22,883.0,2.79394644935973,7000,6181000.0,1241372032.0,0.0,-44.61,,,
2024-04-23,893.0,1.1325028312570762,2300,2053900.0,1241372032.0,0.0,-44.61,,,
2024-04-24,899.0,0.6718924972004547,15100,13574900.0,1241372032.0,0.0,-44.61,,,
2024-04-25,900.0,0.1112347052280249,5200,4680000.0,1241372032.0,0.0,-44.61,,,
2024-04-26,910.0,1.1111111111111072,4400,4004000.0,1241372032.0,0.0,-44.61,,,
2024-04-30,910.0,0.0,1600,1456000.0,1241372032.0,0.0,-44.61,,,
2024-05-01,910.0,0.0,6800,6188000.0,1241372032.0,0.0,-44.61,,,
2024-05-02,915.0,0.5494505494505475,6000,5490000.0,1241372032.0,0.0,-44.61,,,
2024-05-07,930.0,1.6393442622950838,8700,8091000.0,1241372032.0,0.0,-44.61,,,
2024-05-08,918.0,-1.2903225806451646,5300,4865400.0,1241372032.0,0.0,-44.61,,,
2024-05-09,908.0,-1.089324618736387,2000,1816000.0,1241372032.0,0.0,-44.61,,,
2024-05-10,908.0,0.0,1500,1362000.0,1241372032.0,0.0,-44.61,,,
2024-05-13,915.0,0.7709251101321479,4000,3660000.0,1241372032.0,0.0,-44.61,,,
2024-05-14,906.0,-0.983606557377048,5900,5345400.0,1241372032.0,0.0,-44.61,,,
2024-05-15,870.0,-3.973509933774833,19100,16617000.0,1241372032.0,0.0,-44.61,,,
2024-05-16,873.0,0.3448275862068861,3400,2968200.0,1241372032.0,0.0,-44.61,,,
2024-05-17,916.0,4.9255441008018375,9500,8702000.0,1241372032.0,0.0,-44.61,,,
2024-05-20,909.0,-0.7641921397379958,5000,4545000.0,1241372032.0,0.0,-44.61,,,
2024-05-21,912.0,0.3300330033003229,2700,2462400.0,1241372032.0,0.0,-44.61,,,
2024-05-22,896.0,-1.7543859649122862,7600,6809600.0,1241372032.0,0.0,-44.61,,,
2024-05-23,901.0,0.5580357142857206,1500,1351500.0,1241372032.0,0.0,-44.61,,,
2024-05-24,893.0,-0.8879023307436174,2600,2321800.0,1241372032.0,0.0,-44.61,,,
2024-05-27,888.0,-0.5599104143337086,5500,4884000.0,1241372032.0,0.0,-44.61,,,
2024-05-28,869.0,-2.1396396396396344,7600,6604400.0,1241372032.0,0.0,-44.61,,,
2024-05-29,857.0,-1.3808975834292303,3000,2571000.0,1241372032.0,0.0,-44.61,,,
2024-05-30,869.0,1.4002333722286986,4200,3649800.0,1241372032.0,0.0,-44.61,,,
2024-05-31,888.0,2.186421173762953,6600,5860800.0,1241372032.0,0.0,-44.61,,,
2024-06-03,896.0,0.9009009009008916,9000,8064000.0,1241372032.0,0.0,-44.61,,,
2024-06-04,895.0,-0.1116071428571396,6000,5370000.0,1241372032.0,0.0,-44.61,,,
2024-06-05,901.0,0.6703910614525244,8800,7928800.0,1241372032.0,0.0,-44.61,,,
2024-06-06,879.0,-2.441731409544945,4400,3867600.0,1241372032.0,0.0,-44.61,,,
2024-06-07,875.0,-0.4550625711035261,7400,6475000.0,1241372032.0,0.0,-44.61,,,
2024-06-10,885.0,1.1428571428571344,2500,2212500.0,1241372032.0,0.0,-44.61,,,
2024-06-11,895.0,1.1299435028248483,6800,6086000.0,1241372032.0,0.0,-44.61,,,
2024-06-12,889.0,-0.6703910614525133,5700,5067300.0,1241372032.0,0.0,-44.61,,,
2024-06-13,900.0,1.237345331833528,7200,6480000.0,1241372032.0,0.0,-44.61,,,
2024-06-14,903.0,0.333333333333341,5400,4876200.0,1241372032.0,0.0,-44.61,,,
2024-06-17,893.0,-1.1074197120708784,3200,2857600.0,1241372032.0,0.0,-44.61,,,
2024-06-18,899.0,0.6718924972004547,2900,2607100.0,1241372032.0,0.0,-44.61,,,
2024-06-19,903.0,0.4449388209121219,5300,4785900.0,1241372032.0,0.0,-44.61,,,
2024-06-20,908.0,0.5537098560354448,5900,5357200.0,1241372032.0,0.0,-44.61,,,
2024-06-21,912.0,0.4405286343612369,3100,2827200.0,1241372032.0,0.0,-44.61,,,
2024-06-24,940.0,3.0701754385964897,173500,163090000.0,1241372032.0,0.0,-44.61,,,
2024-06-25,929.0,-1.1702127659574455,26400,24525600.0,1241372032.0,0.0,-44.61,,,
2024-06-26,912.0,-1.829924650161463,21100,19243200.0,1241372032.0,0.0,-44.61,,,
2024-06-27,929.0,1.8640350877193068,24700,22946300.0,1241372032.0,0.0,-44.61,,,
2024-06-28,946.0,1.829924650161474,29700,28096200.0,1241372032.0,0.0,-44.61,,,
2024-07-01,947.0,0.105708245243119,13100,12405700.0,1241372032.0,0.0,-44.61,,,
2024-07-02,955.0,0.8447729672650395,30400,29032000.0,1241372032.0,0.0,-44.61,,,
2024-07-03,936.0,-1.989528795811524,9200,8611200.0,1241372032.0,0.0,-44.61,,,
2024-07-04,930.0,-0.6410256410256387,4100,3813000.0,1241372032.0,0.0,-44.61,,,
2024-07-05,928.0,-0.2150537634408644,1900,1763200.0,1241372032.0,0.0,-44.61,,,
2024-07-08,932.0,0.4310344827586299,48200,44922400.0,1241372032.0,0.0,-44.61,,,
2024-07-09,928.0,-0.4291845493562207,4300,3990400.0,1241372032.0,0.0,-44.61,,,
2024-07-10,922.0,-0.6465517241379337,4500,4149000.0,1241372032.0,0.0,-44.61,,,
2024-07-11,943.0,2.277657266811284,21000,19803000.0,1241372032.0,0.0,-44.61,,,
2024-07-12,936.0,-0.7423117709437932,3000,2808000.0,1241372032.0,0.0,-44.61,,,
2024-07-16,938.0,0.2136752136752129,183200,171841600.0,1241372032.0,0.0,-44.61,,,
2024-07-17,956.0,1.9189765458422103,8300,7934800.0,1241372032.0,0.0,-44.61,,,
2024-07-18,950.0,-0.6276150627615107,23700,22515000.0,1241372032.0,0.0,-44.61,,,
2024-07-19,945.0,-0.5263157894736858,1000,945000.0,1241372032.0,0.0,-44.61,,,
2024-07-22,1095.0,15.873015873015884,411400,450483000.0,1241372032.0,0.0,-44.61,,,
2024-07-23,1091.0,-0.3652968036529702,1311100,1430410100.0,1241372032.0,0.0,-44.61,,,
2024-07-24,981.0,-10.082493125572867,467200,458323200.0,1241372032.0,0.0,-44.61,,,
